rank,test_error,h2,h3,h6,h12,n,infc,p,Lag,LR,Epochs
1,0.1257756695731315,0.00543760221614108,0.00011846492074676759,0.00019221384521915676,0.4973543973104189,20,None,24,24,0.001,1
